"";"za_nr";"doi";"version";"year";"respid";"ost_west";"german";"v12";"v19";"v20";"Authirtarn";"Authrit1";"Author3";"v125";"v126";"Author4";"v140";"v150";"v151";"v152";"v171";"v172";"v206";"v207";"Trustcourt";"TrustParl";"TrustMunicpl";"Trustarmy";"TrustJusticSys";"TrustGvt";"TrustPolice";"v237";"v238";"v239";"v240";"v241";"v242";"v243";"v244";"v245";"v246";"Proud";"Proud1";"Proud2";"v359";"v372";"v377";"v378";"v421";"v441";"v442";"v444";"v445";"v447";"v448";"v449";"v452";"v453";"v454";"v462";"v463";"v570";"v571";"v572";"v573";"v574";"v575";"v576";"v577";"v578";"v579";"religisness";"v617";"v618";"v619";"v620";"ReligLead";"TrueRelig";"Gd";"v625";"v626";"v627";"v628";"v635";"v636";"v637";"v638";"v639";"v640";"v641";"v642";"v643";"v644";"v645";"v646";"v647";"v665";"v670";"v672";"v673";"v674";"v681";"v688";"v725";"v726";"Age";"v730";"Sex";"Xtian";"Relig";"WrshpAttnd";"v741";"PrayFreq";"Student";"Employment";"v771";"Commute2";"v889";"v890";"Maritalstatus";"Immigrant1";"v1344";"v1374";"v1376";"v1377";"v1378";"v1379";"v1380";"v1381";"v1864";"v1865";"v1866";"v1910";"capipapi";"samptype";"splt80";"splt82";"splt88";"splt90";"splt94";"splt00";"splt06";"splt10";"splt12_1";"splt12_2";"splt12_3";"splt14_1";"splt14_2";"splt14_3";"wghtpt";"wghtpow";"wghtptow";"wghtht";"wghthow";"wghthtow";"FAC1_1"
"2075";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2075;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"FOURTH";"POSTMAT. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"ECONOMIC ACHIEVEMENT";"SCIENTIFIC ACHIEVM.";"SOC.WELFARE ACHIEVM.";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;26;"18-29 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;1300;"1000 EMPL. AND MORE";"NEVER MARRIED";"YES";NA;"BAVARIA";"UP TO 1999 INHAB.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008042;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,3462129022;1,190217285;0,412068580488455;-0,564496399959047
"2076";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2076;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"G";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIALISTS";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO DISAGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";"ATHLETES";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;54;"45-59 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"2X TO 3X A MONTH";NA;NA;"EMPLOYED, PART-TIME";NA;NA;5;"5-9 EMPL.";"MARRIED, COHABITING";"YES";NA;"BADEN-WUERTTEMBERG";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;<500000";NA;NA;2008010;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,43276612775;1,190217285;0,515085725610568;-1,29747865951456
"2077";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2077;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"FOURTH";"POSTMAT. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";NA;NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SOC.WELFARE ACHIEVM.";"ECONOMIC ACHIEVEMENT";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;62;"60-74 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"SEVERAL TIMES A WEEK";NA;NA;"EMPLOYED, PART-TIME";NA;NA;3;"1-4 EMPL.";"MARRIED, COHABITING";"YES";NA;"BAVARIA";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008047;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,577021503666667;1,190217285;0,686780967480757;-2,02766940024521
"2078";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2078;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"VERY GOOD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;83;"75-89 YEARS";"MALE";"ROMAN CATHOLIC";NA;NA;"SEVERAL TIMES A WEEK";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"NORTH RHINE WESTPHA.";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008035;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;0,0590471606776245
"2079";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2079;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"A";NA;NA;NA;NA;"TEND TO DISAGREE";"FOURTH";"MATERIAL. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ART AND LITERATURE";"BASIC LAW";"SCIENTIFIC ACHIEVM.";NA;"PRETTY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;79;"75-89 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"SAXONY";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008079;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;1,686421128;0,589597235;0,994309234114381;0,041987939030917
"2080";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2080;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"BASIC LAW";"ECONOMIC ACHIEVEMENT";"SCIENTIFIC ACHIEVM.";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;54;"45-59 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;NA;NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BAVARIA";"20000-49999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008056;NA;"LESS THAN 1X A MONTH";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,338359801153121
"2081";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2081;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"MATERIALISTS";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"COMPLETELY AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"ATHLETES";NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;25;"18-29 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"ONCE A DAY";NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"LOWER SAXONY";"20000-49999 INH.";NA;NA;NA;"ZONE 2-4;<100000";NA;NA;2008102;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,827655996766115
"2082";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2082;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"O";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"GREAT DEAL OF TRUST";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ATHLETES";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;30;"30-44 YEARS";"MALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"LESS THAN PART-TIME";"PUPIL, STUDENT";NA;NA;NA;"NEVER MARRIED";"YES";NA;"THURINGIA";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008068;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;1,686421128;0,589597235;0,994309234114381;0,828574422044952
"2083";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2083;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMAT. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"ECONOMIC ACHIEVEMENT";"SOC.WELFARE ACHIEVM.";"BASIC LAW";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;49;"45-59 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"2X TO 3X A MONTH";NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"NORTH RHINE WESTPHA.";"50000-99999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008117;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,577021503666667;1,190217285;0,686780967480757;0,36926827355213
"2084";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2084;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"Y";NA;NA;NA;NA;"TEND TO DISAGREE";"THIRD";"POSTMAT. MIXED TYPE";"VERY MUCH LESS";"LOWER CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"..";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ART AND LITERATURE";NA;NA;NA;"PRETTY STRONG IDENT.";"NO IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;48;"45-59 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"LESS THAN PART-TIME";"UNEMPLOYED";NA;NA;NA;"DIVORCED";"YES";NA;"THURINGIA";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008068;NA;"AT LEAST 1X A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-1,05727113806673
"2085";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2085;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"M";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";"NOT PROUD OF ANY";NA;NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;77;"75-89 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"SEVERAL TIMES A WEEK";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"BAVARIA";"UP TO 1999 INHAB.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008042;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;-0,722725257585857
"2086";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2086;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"E";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"SCIENTIFIC ACHIEVM.";"SOC.WELFARE ACHIEVM.";"ART AND LITERATURE";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;52;"45-59 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"ONCE A MONTH";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;10;"10-19 EMPL.";"NEVER MARRIED";"YES";NA;"BADEN-WUERTTEMBERG";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;<500000";NA;NA;2008002;NA;"AT LEAST 1X A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-1,31084018435812
"2087";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2087;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"M";NA;NA;NA;NA;"TEND TO AGREE";"FOURTH";"POSTMATERIALISTS";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"..";"NO TRUST AT ALL";"NO TRUST AT ALL";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"ATHLETES";"SOC.WELFARE ACHIEVM.";"SCIENTIFIC ACHIEVM.";NA;"PRETTY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;23;"18-29 YEARS";"MALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;150;"100-199 EMPL.";"NEVER MARRIED";"YES";NA;"SCHLESWIG-HOLSTEIN";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008085;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;-1,90322795820913
"2088";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2088;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"M";NA;NA;NA;NA;"TEND TO DISAGREE";"FOURTH";"POSTMAT. MIXED TYPE";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;44;"30-44 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BRANDENBURG";"UP TO 1999 INHAB.";NA;NA;NA;"ZONE 2-4;<500000";NA;NA;2008145;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,562140376;0,589597235;0,33143641137146;-1,60986294180997
"2089";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";2089;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"G";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"TEND TO DISAGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";"ATHLETES";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;56;"45-59 YEARS";"MALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;60;"50-99 EMPL.";"MARRIED, COHABITING";"YES";NA;"SAXONY";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008153;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;0,490236355596309
